ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
13	restr	plural	gram	e.restr.plural.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly was	GPT-J-6B	4.899178981781006	EleutherAI/gpt-j-6b	exp1
13	restr	singular	gram	e.restr.singular.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly was	GPT-J-6B	5.028148174285889	EleutherAI/gpt-j-6b	exp1
13	restr	plural	ungram	e.restr.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly were	GPT-J-6B	11.751980781555176	EleutherAI/gpt-j-6b	exp1
13	restr	singular	ungram	e.restr.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly were	GPT-J-6B	13.98863697052002	EleutherAI/gpt-j-6b	exp1
14	appos	plural	gram	e.appos.plural.gram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly was	GPT-J-6B	8.656609535217285	EleutherAI/gpt-j-6b	exp1
14	appos	singular	gram	e.appos.singular.gram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly was	GPT-J-6B	8.283608436584473	EleutherAI/gpt-j-6b	exp1
14	appos	plural	ungram	e.appos.plural.ungram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly were	GPT-J-6B	16.444908142089844	EleutherAI/gpt-j-6b	exp1
14	appos	singular	ungram	e.appos.singular.ungram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly were	GPT-J-6B	17.204648971557617	EleutherAI/gpt-j-6b	exp1
14	restr	plural	gram	e.restr.plural.gram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistants suddenly was	GPT-J-6B	8.379572868347168	EleutherAI/gpt-j-6b	exp1
14	restr	singular	gram	e.restr.singular.gram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistant suddenly was	GPT-J-6B	8.694374084472656	EleutherAI/gpt-j-6b	exp1
14	restr	plural	ungram	e.restr.plural.ungram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistants suddenly were	GPT-J-6B	12.67384433746338	EleutherAI/gpt-j-6b	exp1
14	restr	singular	ungram	e.restr.singular.ungram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistant suddenly were	GPT-J-6B	15.152688026428224	EleutherAI/gpt-j-6b	exp1
15	appos	plural	gram	e.appos.plural.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly was	GPT-J-6B	4.246471881866455	EleutherAI/gpt-j-6b	exp1
15	appos	singular	gram	e.appos.singular.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly was	GPT-J-6B	3.909921407699585	EleutherAI/gpt-j-6b	exp1
15	appos	plural	ungram	e.appos.plural.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly were	GPT-J-6B	13.776148796081545	EleutherAI/gpt-j-6b	exp1
15	appos	singular	ungram	e.appos.singular.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly were	GPT-J-6B	13.202905654907228	EleutherAI/gpt-j-6b	exp1
15	restr	plural	gram	e.restr.plural.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the houses certainly was	GPT-J-6B	4.891496658325195	EleutherAI/gpt-j-6b	exp1
15	restr	singular	gram	e.restr.singular.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the house certainly was	GPT-J-6B	4.952483177185059	EleutherAI/gpt-j-6b	exp1
15	restr	plural	ungram	e.restr.plural.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the houses certainly were	GPT-J-6B	13.170087814331056	EleutherAI/gpt-j-6b	exp1
15	restr	singular	ungram	e.restr.singular.ungram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	were	impressed	with	the	stunning	view.		The artist who painted by the house certainly were	GPT-J-6B	12.842222213745115	EleutherAI/gpt-j-6b	exp1
16	appos	plural	gram	e.appos.plural.gram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actors, certainly was	GPT-J-6B	5.857283115386963	EleutherAI/gpt-j-6b	exp1
16	appos	singular	gram	e.appos.singular.gram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	was	surprised	about	the	exciting	news.		The director, who called for the actor, certainly was	GPT-J-6B	6.185369968414307	EleutherAI/gpt-j-6b	exp1
16	appos	plural	ungram	e.appos.plural.ungram	Did the actors surprise the director?	no	The_director,	who	called	for	the_actors,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actors, certainly were	GPT-J-6B	13.487787246704102	EleutherAI/gpt-j-6b	exp1
16	appos	singular	ungram	e.appos.singular.ungram	Did the actor surprise the director?	no	The_director,	who	called	for	the_actor,	certainly	were	surprised	about	the	exciting	news.		The director, who called for the actor, certainly were	GPT-J-6B	15.59670066833496	EleutherAI/gpt-j-6b	exp1
16	restr	plural	gram	e.restr.plural.gram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	was	surprised	about	the	exciting	news.		The director who called for the actors certainly was	GPT-J-6B	5.717398643493652	EleutherAI/gpt-j-6b	exp1
16	restr	singular	gram	e.restr.singular.gram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	was	surprised	about	the	exciting	news.		The director who called for the actor certainly was	GPT-J-6B	6.147407054901123	EleutherAI/gpt-j-6b	exp1
16	restr	plural	ungram	e.restr.plural.ungram	Did the actors surprise the director?	no	The_director	who	called	for	the_actors	certainly	were	surprised	about	the	exciting	news.		The director who called for the actors certainly were	GPT-J-6B	11.47690773010254	EleutherAI/gpt-j-6b	exp1
16	restr	singular	ungram	e.restr.singular.ungram	Did the actor surprise the director?	no	The_director	who	called	for	the_actor	certainly	were	surprised	about	the	exciting	news.		The director who called for the actor certainly were	GPT-J-6B	14.854296684265137	EleutherAI/gpt-j-6b	exp1
17	appos	plural	gram	e.appos.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously was	GPT-J-6B	4.43953800201416	EleutherAI/gpt-j-6b	exp1
17	appos	singular	gram	e.appos.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	was	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously was	GPT-J-6B	4.9316864013671875	EleutherAI/gpt-j-6b	exp1
17	appos	plural	ungram	e.appos.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stashes,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stashes, obviously were	GPT-J-6B	11.123273849487305	EleutherAI/gpt-j-6b	exp1
17	appos	singular	ungram	e.appos.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief,	who	stole	from	the_stash,	obviously	were	scared	of	being	caught	red-handed.		The thief, who stole from the stash, obviously were	GPT-J-6B	12.652359008789062	EleutherAI/gpt-j-6b	exp1
17	restr	plural	gram	e.restr.plural.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously was	GPT-J-6B	4.517904758453369	EleutherAI/gpt-j-6b	exp1
17	restr	singular	gram	e.restr.singular.gram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	was	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously was	GPT-J-6B	5.126087665557861	EleutherAI/gpt-j-6b	exp1
17	restr	plural	ungram	e.restr.plural.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stashes	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stashes obviously were	GPT-J-6B	11.066387176513672	EleutherAI/gpt-j-6b	exp1
17	restr	singular	ungram	e.restr.singular.ungram	Was the thief scared of getting caught red-handed?	yes	The_thief	who	stole	from	the_stash	obviously	were	scared	of	being	caught	red-handed.		The thief who stole from the stash obviously were	GPT-J-6B	12.936928749084473	EleutherAI/gpt-j-6b	exp1
18	appos	plural	gram	e.appos.plural.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently was	GPT-J-6B	5.541552543640137	EleutherAI/gpt-j-6b	exp1
18	appos	singular	gram	e.appos.singular.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently was	GPT-J-6B	5.303632736206055	EleutherAI/gpt-j-6b	exp1
18	appos	plural	ungram	e.appos.plural.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently were	GPT-J-6B	14.417509078979492	EleutherAI/gpt-j-6b	exp1
18	appos	singular	ungram	e.appos.singular.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently were	GPT-J-6B	15.317964553833008	EleutherAI/gpt-j-6b	exp1
18	restr	plural	gram	e.restr.plural.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the books apparently was	GPT-J-6B	5.247732639312744	EleutherAI/gpt-j-6b	exp1
18	restr	singular	gram	e.restr.singular.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the book apparently was	GPT-J-6B	5.201044082641602	EleutherAI/gpt-j-6b	exp1
18	restr	plural	ungram	e.restr.plural.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the books apparently were	GPT-J-6B	12.962769508361816	EleutherAI/gpt-j-6b	exp1
18	restr	singular	ungram	e.restr.singular.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the book apparently were	GPT-J-6B	14.353140830993652	EleutherAI/gpt-j-6b	exp1
19	appos	plural	gram	e.appos.plural.gram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely was	GPT-J-6B	4.8339924812316895	EleutherAI/gpt-j-6b	exp1
19	appos	singular	gram	e.appos.singular.gram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely was	GPT-J-6B	5.176886558532715	EleutherAI/gpt-j-6b	exp1
19	appos	plural	ungram	e.appos.plural.ungram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely were	GPT-J-6B	12.498309135437012	EleutherAI/gpt-j-6b	exp1
19	appos	singular	ungram	e.appos.singular.ungram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely were	GPT-J-6B	13.207513809204102	EleutherAI/gpt-j-6b	exp1
19	restr	plural	gram	e.restr.plural.gram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely was	GPT-J-6B	5.945167064666748	EleutherAI/gpt-j-6b	exp1
19	restr	singular	gram	e.restr.singular.gram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely was	GPT-J-6B	5.866402626037598	EleutherAI/gpt-j-6b	exp1
19	restr	plural	ungram	e.restr.plural.ungram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely were	GPT-J-6B	13.198091506958008	EleutherAI/gpt-j-6b	exp1
19	restr	singular	ungram	e.restr.singular.ungram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely were	GPT-J-6B	13.6941499710083	EleutherAI/gpt-j-6b	exp1
20	appos	plural	gram	e.appos.plural.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	GPT-J-6B	9.358490943908691	EleutherAI/gpt-j-6b	exp1
20	appos	singular	gram	e.appos.singular.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	GPT-J-6B	9.358490943908691	EleutherAI/gpt-j-6b	exp1
20	appos	plural	ungram	e.appos.plural.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	GPT-J-6B	17.439836502075195	EleutherAI/gpt-j-6b	exp1
20	appos	singular	ungram	e.appos.singular.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	GPT-J-6B	17.439836502075195	EleutherAI/gpt-j-6b	exp1
20	restr	plural	gram	e.restr.plural.gram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_cars	allegedly	was	pulled	over	for	drunk	driving.		The millionaire who drove past the cars allegedly was	GPT-J-6B	10.902770042419434	EleutherAI/gpt-j-6b	exp1
