ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
15	restr	plural	ungram	e.restr.plural.ungram	Kyle	trained	the	quarterbacks	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks who the recruiter watch	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.355116844177246	exp3
15	restr	singular	ungram	e.restr.singular.ungram	Kyle	trained	the	quarterback	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterback who the recruiter watch	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.16533374786377	exp3
15	appos	plural	gram	e.appos.plural.gram	Kyle	trained	the	quarterbacks,	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks, who the recruiter watches	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.99818229675293	exp3
15	appos	singular	gram	e.appos.singular.gram	Kyle	trained	the	quarterback,	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterback, who the recruiter watches	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.41191864013672	exp3
15	appos	plural	ungram	e.appos.plural.ungram	Kyle	trained	the	quarterbacks,	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks, who the recruiter watch	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.87082290649414	exp3
15	appos	singular	ungram	e.appos.singular.ungram	Kyle	trained	the	quarterback,	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterback, who the recruiter watch	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.331005096435549	exp3
16	restr	plural	gram	e.restr.plural.gram	Jacob	distrusted	the	publicists	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicists who the politician uses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.898616790771484	exp3
16	restr	singular	gram	e.restr.singular.gram	Jacob	distrusted	the	publicist	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicist who the politician uses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.503006935119627	exp3
16	restr	plural	ungram	e.restr.plural.ungram	Jacob	distrusted	the	publicists	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicists who the politician use	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.011614799499512	exp3
16	restr	singular	ungram	e.restr.singular.ungram	Jacob	distrusted	the	publicist	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicist who the politician use	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.877677917480469	exp3
16	appos	plural	gram	e.appos.plural.gram	Jacob	distrusted	the	publicists,	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicists, who the politician uses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.256929397583008	exp3
16	appos	singular	gram	e.appos.singular.gram	Jacob	distrusted	the	publicist,	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicist, who the politician uses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.488396644592283	exp3
16	appos	plural	ungram	e.appos.plural.ungram	Jacob	distrusted	the	publicists,	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicists, who the politician use	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.517915725708008	exp3
16	appos	singular	ungram	e.appos.singular.ungram	Jacob	distrusted	the	publicist,	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicist, who the politician use	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.265950202941896	exp3
17	restr	plural	gram	e.restr.plural.gram	Tyler	disliked	the	tenants	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenants who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.326812744140623	exp3
17	restr	singular	gram	e.restr.singular.gram	Tyler	disliked	the	tenant	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenant who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.499078750610352	exp3
17	restr	plural	ungram	e.restr.plural.ungram	Tyler	disliked	the	tenants	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenants who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.326812744140623	exp3
17	restr	singular	ungram	e.restr.singular.ungram	Tyler	disliked	the	tenant	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenant who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.499078750610352	exp3
17	appos	plural	gram	e.appos.plural.gram	Tyler	disliked	the	tenants,	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenants, who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.96807098388672	exp3
17	appos	singular	gram	e.appos.singular.gram	Tyler	disliked	the	tenant,	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenant, who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.85696029663086	exp3
17	appos	plural	ungram	e.appos.plural.ungram	Tyler	disliked	the	tenants,	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenants, who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.96807098388672	exp3
17	appos	singular	ungram	e.appos.singular.ungram	Tyler	disliked	the	tenant,	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenant, who the landlord strongly	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.85696029663086	exp3
18	restr	plural	gram	e.restr.plural.gram	Zach	saw	the	skateboarders	who	the	kid	admires	passionately	on	social	media	posts.					Zach saw the skateboarders who the kid admires	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.029830157756804	exp3
18	restr	singular	gram	e.restr.singular.gram	Zach	saw	the	skateboarder	who	the	kid	admires	passionately	on	social	media	posts.					Zach saw the skateboarder who the kid admires	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.287773087620735	exp3
18	restr	plural	ungram	e.restr.plural.ungram	Zach	saw	the	skateboarders	who	the	kid	admire	passionately	on	social	media	posts.					Zach saw the skateboarders who the kid admire	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.26934814453125	exp3
18	restr	singular	ungram	e.restr.singular.ungram	Zach	saw	the	skateboarder	who	the	kid	admire	passionately	on	social	media	posts.					Zach saw the skateboarder who the kid admire	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.203248023986816	exp3
18	appos	plural	gram	e.appos.plural.gram	Zach	saw	the	skateboarders,	who	the	kid	admires	passionately	on	social	media	posts.					Zach saw the skateboarders, who the kid admires	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.037675887346268	exp3
18	appos	singular	gram	e.appos.singular.gram	Zach	saw	the	skateboarder,	who	the	kid	admires	passionately	on	social	media	posts.					Zach saw the skateboarder, who the kid admires	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.355063397437334	exp3
18	appos	plural	ungram	e.appos.plural.ungram	Zach	saw	the	skateboarders,	who	the	kid	admire	passionately	on	social	media	posts.					Zach saw the skateboarders, who the kid admire	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.940837860107422	exp3
18	appos	singular	ungram	e.appos.singular.ungram	Zach	saw	the	skateboarder,	who	the	kid	admire	passionately	on	social	media	posts.					Zach saw the skateboarder, who the kid admire	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.324691772460938	exp3
19	restr	plural	gram	e.restr.plural.gram	Kevin	observed	the	chefs	who	the	gourmet	visits	regularly	every	other	week.						Kevin observed the chefs who the gourmet visits	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.341360092163086	exp3
19	restr	singular	gram	e.restr.singular.gram	Kevin	observed	the	chef	who	the	gourmet	visits	regularly	every	other	week.						Kevin observed the chef who the gourmet visits	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.739999771118164	exp3
19	restr	plural	ungram	e.restr.plural.ungram	Kevin	observed	the	chefs	who	the	gourmet	visit	regularly	every	other	week.						Kevin observed the chefs who the gourmet visit	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.132368087768555	exp3
19	restr	singular	ungram	e.restr.singular.ungram	Kevin	observed	the	chef	who	the	gourmet	visit	regularly	every	other	week.						Kevin observed the chef who the gourmet visit	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.925317764282228	exp3
19	appos	plural	gram	e.appos.plural.gram	Kevin	observed	the	chefs,	who	the	gourmet	visits	regularly	every	other	week.						Kevin observed the chefs, who the gourmet visits	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.620248794555664	exp3
19	appos	singular	gram	e.appos.singular.gram	Kevin	observed	the	chef,	who	the	gourmet	visits	regularly	every	other	week.						Kevin observed the chef, who the gourmet visits	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.509862899780272	exp3
19	appos	plural	ungram	e.appos.plural.ungram	Kevin	observed	the	chefs,	who	the	gourmet	visit	regularly	every	other	week.						Kevin observed the chefs, who the gourmet visit	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.501367568969727	exp3
19	appos	singular	ungram	e.appos.singular.ungram	Kevin	observed	the	chef,	who	the	gourmet	visit	regularly	every	other	week.						Kevin observed the chef, who the gourmet visit	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.82387351989746	exp3
20	restr	plural	gram	e.restr.plural.gram	Eric	assisted	the	firefighters	who	the	ranger	keeps	on	hand	during	the	summer	months.				Eric assisted the firefighters who the ranger keeps	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.841097831726074	exp3
20	restr	singular	gram	e.restr.singular.gram	Eric	assisted	the	firefighter	who	the	ranger	keeps	on	hand	during	the	summer	months.				Eric assisted the firefighter who the ranger keeps	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.653345108032228	exp3
20	restr	plural	ungram	e.restr.plural.ungram	Eric	assisted	the	firefighters	who	the	ranger	keep	on	hand	during	the	summer	months.				Eric assisted the firefighters who the ranger keep	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.898168563842773	exp3
20	restr	singular	ungram	e.restr.singular.ungram	Eric	assisted	the	firefighter	who	the	ranger	keep	on	hand	during	the	summer	months.				Eric assisted the firefighter who the ranger keep	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.837213516235352	exp3
20	appos	plural	gram	e.appos.plural.gram	Eric	assisted	the	firefighters,	who	the	ranger	keeps	on	hand	during	the	summer	months.				Eric assisted the firefighters, who the ranger keeps	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.629640579223633	exp3
20	appos	singular	gram	e.appos.singular.gram	Eric	assisted	the	firefighter,	who	the	ranger	keeps	on	hand	during	the	summer	months.				Eric assisted the firefighter, who the ranger keeps	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.948674201965332	exp3
20	appos	plural	ungram	e.appos.plural.ungram	Eric	assisted	the	firefighters,	who	the	ranger	keep	on	hand	during	the	summer	months.				Eric assisted the firefighters, who the ranger keep	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.25735855102539	exp3
20	appos	singular	ungram	e.appos.singular.ungram	Eric	assisted	the	firefighter,	who	the	ranger	keep	on	hand	during	the	summer	months.				Eric assisted the firefighter, who the ranger keep	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.977149963378906	exp3
21	restr	plural	gram	e.restr.plural.gram	Steve	avoided	the	overseers	who	the	worker	distrusts	the	most	at	the	company.					Steve avoided the overseers who the worker distrusts	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.43266075849533	exp3
21	restr	singular	gram	e.restr.singular.gram	Steve	avoided	the	overseer	who	the	worker	distrusts	the	most	at	the	company.					Steve avoided the overseer who the worker distrusts	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.720199465751648	exp3
21	restr	plural	ungram	e.restr.plural.ungram	Steve	avoided	the	overseers	who	the	worker	distrust	the	most	at	the	company.					Steve avoided the overseers who the worker distrust	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.804489254951475	exp3
21	restr	singular	ungram	e.restr.singular.ungram	Steve	avoided	the	overseer	who	the	worker	distrust	the	most	at	the	company.					Steve avoided the overseer who the worker distrust	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.315391182899477	exp3
21	appos	plural	gram	e.appos.plural.gram	Steve	avoided	the	overseers,	who	the	worker	distrusts	the	most	at	the	company.					Steve avoided the overseers, who the worker distrusts	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.5107359290123	exp3
21	appos	singular	gram	e.appos.singular.gram	Steve	avoided	the	overseer,	who	the	worker	distrusts	the	most	at	the	company.					Steve avoided the overseer, who the worker distrusts	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.714727565646172	exp3
21	appos	plural	ungram	e.appos.plural.ungram	Steve	avoided	the	overseers,	who	the	worker	distrust	the	most	at	the	company.					Steve avoided the overseers, who the worker distrust	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.120607256889343	exp3
21	appos	singular	ungram	e.appos.singular.ungram	Steve	avoided	the	overseer,	who	the	worker	distrust	the	most	at	the	company.					Steve avoided the overseer, who the worker distrust	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.526325106620789	exp3
22	restr	plural	gram	e.restr.plural.gram	Brian	escorted	the	heiresses	who	the	bachelor	pursues	so	relentlessly	at	every	event.					Brian escorted the heiresses who the bachelor pursues	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	21.043113231658936	exp3
22	restr	singular	gram	e.restr.singular.gram	Brian	escorted	the	heiress	who	the	bachelor	pursues	so	relentlessly	at	every	event.					Brian escorted the heiress who the bachelor pursues	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	19.459927082061768	exp3
22	restr	plural	ungram	e.restr.plural.ungram	Brian	escorted	the	heiresses	who	the	bachelor	pursue	so	relentlessly	at	every	event.					Brian escorted the heiresses who the bachelor pursue	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.151315689086914	exp3
22	restr	singular	ungram	e.restr.singular.ungram	Brian	escorted	the	heiress	who	the	bachelor	pursue	so	relentlessly	at	every	event.					Brian escorted the heiress who the bachelor pursue	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.343642234802246	exp3
22	appos	plural	gram	e.appos.plural.gram	Brian	escorted	the	heiresses,	who	the	bachelor	pursues	so	relentlessly	at	every	event.					Brian escorted the heiresses, who the bachelor pursues	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	18.897642612457275	exp3
22	appos	singular	gram	e.appos.singular.gram	Brian	escorted	the	heiress,	who	the	bachelor	pursues	so	relentlessly	at	every	event.					Brian escorted the heiress, who the bachelor pursues	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	19.04898452758789	exp3
22	appos	plural	ungram	e.appos.plural.ungram	Brian	escorted	the	heiresses,	who	the	bachelor	pursue	so	relentlessly	at	every	event.					Brian escorted the heiresses, who the bachelor pursue	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.501912117004396	exp3
22	appos	singular	ungram	e.appos.singular.ungram	Brian	escorted	the	heiress,	who	the	bachelor	pursue	so	relentlessly	at	every	event.					Brian escorted the heiress, who the bachelor pursue	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.35543441772461	exp3
23	restr	plural	gram	e.restr.plural.gram	Tim	sponsored	the	actors	who	the	producer	considers	the	safest	bet	in	Hollywood.					Tim sponsored the actors who the producer considers	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.397682428359984	exp3
23	restr	singular	gram	e.restr.singular.gram	Tim	sponsored	the	actor	who	the	producer	considers	the	safest	bet	in	Hollywood.					Tim sponsored the actor who the producer considers	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.910644978284836	exp3
23	restr	plural	ungram	e.restr.plural.ungram	Tim	sponsored	the	actors	who	the	producer	consider	the	safest	bet	in	Hollywood.					Tim sponsored the actors who the producer consider	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.695070266723633	exp3
23	restr	singular	ungram	e.restr.singular.ungram	Tim	sponsored	the	actor	who	the	producer	consider	the	safest	bet	in	Hollywood.					Tim sponsored the actor who the producer consider	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.75879955291748	exp3
