ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
16	restr	singular	gram	e.restr.singular.gram	The	publicist	who	the	politician	uses	during	a	crisis	is	expected	to	do	damage	control.						The publicist who the politician uses	DialoGPT-large	11.240545272827148	microsoft/DialoGPT-large	exp2
16	restr	plural	ungram	e.restr.plural.ungram	The	publicists	who	the	politician	use	during	a	crisis	are	expected	to	do	damage	control.						The publicists who the politician use	DialoGPT-large	13.551459312438965	microsoft/DialoGPT-large	exp2
16	restr	singular	ungram	e.restr.singular.ungram	The	publicist	who	the	politician	use	during	a	crisis	is	expected	to	do	damage	control.						The publicist who the politician use	DialoGPT-large	14.404998779296877	microsoft/DialoGPT-large	exp2
16	appos	plural	gram	e.appos.plural.gram	The	publicists,	who	the	politician	uses	during	a	crisis,	are	expected	to	do	damage	control.						The publicists, who the politician uses	DialoGPT-large	10.7135648727417	microsoft/DialoGPT-large	exp2
16	appos	singular	gram	e.appos.singular.gram	The	publicist,	who	the	politician	uses	during	a	crisis,	is	expected	to	do	damage	control.						The publicist, who the politician uses	DialoGPT-large	11.225592613220217	microsoft/DialoGPT-large	exp2
16	appos	plural	ungram	e.appos.plural.ungram	The	publicists,	who	the	politician	use	during	a	crisis,	are	expected	to	do	damage	control.						The publicists, who the politician use	DialoGPT-large	13.175293922424316	microsoft/DialoGPT-large	exp2
16	appos	singular	ungram	e.appos.singular.ungram	The	publicist,	who	the	politician	use	during	a	crisis,	is	expected	to	do	damage	control.						The publicist, who the politician use	DialoGPT-large	14.411724090576172	microsoft/DialoGPT-large	exp2
17	restr	plural	gram	e.restr.plural.gram	The	tenants	who	the	landlord	strongly	disapproves	of	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants who the landlord strongly	DialoGPT-large	17.482515335083008	microsoft/DialoGPT-large	exp2
17	restr	singular	gram	e.restr.singular.gram	The	tenant	who	the	landlord	strongly	disapproves	of	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant who the landlord strongly	DialoGPT-large	17.61349105834961	microsoft/DialoGPT-large	exp2
17	restr	plural	ungram	e.restr.plural.ungram	The	tenants	who	the	landlord	strongly	disapprove	of	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants who the landlord strongly	DialoGPT-large	17.482515335083008	microsoft/DialoGPT-large	exp2
17	restr	singular	ungram	e.restr.singular.ungram	The	tenant	who	the	landlord	strongly	disapprove	of	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant who the landlord strongly	DialoGPT-large	17.61349105834961	microsoft/DialoGPT-large	exp2
17	appos	plural	gram	e.appos.plural.gram	The	tenants,	who	the	landlord	strongly	disapproves	of,	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants, who the landlord strongly	DialoGPT-large	16.90104866027832	microsoft/DialoGPT-large	exp2
17	appos	singular	gram	e.appos.singular.gram	The	tenant,	who	the	landlord	strongly	disapproves	of,	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant, who the landlord strongly	DialoGPT-large	17.205562591552734	microsoft/DialoGPT-large	exp2
17	appos	plural	ungram	e.appos.plural.ungram	The	tenants,	who	the	landlord	strongly	disapprove	of,	stay	out	late	on	weekends	and	never	mow	their	lawn.			The tenants, who the landlord strongly	DialoGPT-large	16.90104866027832	microsoft/DialoGPT-large	exp2
17	appos	singular	ungram	e.appos.singular.ungram	The	tenant,	who	the	landlord	strongly	disapprove	of,	stays	out	late	on	weekends	and	never	mows	his	lawn.			The tenant, who the landlord strongly	DialoGPT-large	17.205562591552734	microsoft/DialoGPT-large	exp2
18	restr	plural	gram	e.restr.plural.gram	The	skateboarders	who	the	kid	admires	passionately	always	sign	autographs	for	fans.									The skateboarders who the kid admires	DialoGPT-large	19.38035774230957	microsoft/DialoGPT-large	exp2
18	restr	singular	gram	e.restr.singular.gram	The	skateboarder	who	the	kid	admires	passionately	always	signs	autographs	for	fans.									The skateboarder who the kid admires	DialoGPT-large	19.491464853286743	microsoft/DialoGPT-large	exp2
18	restr	plural	ungram	e.restr.plural.ungram	The	skateboarders	who	the	kid	admire	passionately	always	sign	autographs	for	fans.									The skateboarders who the kid admire	DialoGPT-large	19.0877742767334	microsoft/DialoGPT-large	exp2
18	restr	singular	ungram	e.restr.singular.ungram	The	skateboarder	who	the	kid	admire	passionately	always	signs	autographs	for	fans.									The skateboarder who the kid admire	DialoGPT-large	19.162939071655273	microsoft/DialoGPT-large	exp2
18	appos	plural	gram	e.appos.plural.gram	The	skateboarders,	who	the	kid	admires	passionately,	always	sign	autographs	for	fans.									The skateboarders, who the kid admires	DialoGPT-large	18.861785173416138	microsoft/DialoGPT-large	exp2
18	appos	singular	gram	e.appos.singular.gram	The	skateboarder,	who	the	kid	admires	passionately,	always	signs	autographs	for	fans.									The skateboarder, who the kid admires	DialoGPT-large	19.50364351272583	microsoft/DialoGPT-large	exp2
18	appos	plural	ungram	e.appos.plural.ungram	The	skateboarders,	who	the	kid	admire	passionately,	always	sign	autographs	for	fans.									The skateboarders, who the kid admire	DialoGPT-large	19.332754135131836	microsoft/DialoGPT-large	exp2
18	appos	singular	ungram	e.appos.singular.ungram	The	skateboarder,	who	the	kid	admire	passionately,	always	signs	autographs	for	fans.									The skateboarder, who the kid admire	DialoGPT-large	19.452226638793945	microsoft/DialoGPT-large	exp2
19	restr	plural	gram	e.restr.plural.gram	The	chefs	who	the	gourmet	visits	regularly	always	come	up	with	daring	new	recipes.							The chefs who the gourmet visits	DialoGPT-large	14.246148109436035	microsoft/DialoGPT-large	exp2
19	restr	singular	gram	e.restr.singular.gram	The	chef	who	the	gourmet	visits	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visits	DialoGPT-large	14.066139221191406	microsoft/DialoGPT-large	exp2
19	restr	plural	ungram	e.restr.plural.ungram	The	chefs	who	the	gourmet	visit	regularly	always	come	up	with	daring	new	recipes.							The chefs who the gourmet visit	DialoGPT-large	15.677462577819824	microsoft/DialoGPT-large	exp2
19	restr	singular	ungram	e.restr.singular.ungram	The	chef	who	the	gourmet	visit	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visit	DialoGPT-large	14.95711612701416	microsoft/DialoGPT-large	exp2
19	appos	plural	gram	e.appos.plural.gram	The	chefs,	who	the	gourmet	visits	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visits	DialoGPT-large	14.408700942993164	microsoft/DialoGPT-large	exp2
19	appos	singular	gram	e.appos.singular.gram	The	chef,	who	the	gourmet	visits	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visits	DialoGPT-large	14.335637092590332	microsoft/DialoGPT-large	exp2
19	appos	plural	ungram	e.appos.plural.ungram	The	chefs,	who	the	gourmet	visit	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visit	DialoGPT-large	15.48813247680664	microsoft/DialoGPT-large	exp2
19	appos	singular	ungram	e.appos.singular.ungram	The	chef,	who	the	gourmet	visit	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visit	DialoGPT-large	15.240843772888184	microsoft/DialoGPT-large	exp2
20	restr	plural	gram	e.restr.plural.gram	The	firefighters	who	the	ranger	keeps	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keeps	DialoGPT-large	12.813644409179688	microsoft/DialoGPT-large	exp2
20	restr	singular	gram	e.restr.singular.gram	The	firefighter	who	the	ranger	keeps	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keeps	DialoGPT-large	12.614445686340332	microsoft/DialoGPT-large	exp2
20	restr	plural	ungram	e.restr.plural.ungram	The	firefighters	who	the	ranger	keep	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keep	DialoGPT-large	13.916248321533203	microsoft/DialoGPT-large	exp2
20	restr	singular	ungram	e.restr.singular.ungram	The	firefighter	who	the	ranger	keep	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keep	DialoGPT-large	14.881559371948242	microsoft/DialoGPT-large	exp2
20	appos	plural	gram	e.appos.plural.gram	The	firefighters,	who	the	ranger	keeps	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keeps	DialoGPT-large	12.868820190429688	microsoft/DialoGPT-large	exp2
20	appos	singular	gram	e.appos.singular.gram	The	firefighter,	who	the	ranger	keeps	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keeps	DialoGPT-large	12.806707382202148	microsoft/DialoGPT-large	exp2
20	appos	plural	ungram	e.appos.plural.ungram	The	firefighters,	who	the	ranger	keep	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keep	DialoGPT-large	13.480047225952148	microsoft/DialoGPT-large	exp2
20	appos	singular	ungram	e.appos.singular.ungram	The	firefighter,	who	the	ranger	keep	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keep	DialoGPT-large	14.43559455871582	microsoft/DialoGPT-large	exp2
21	restr	plural	gram	e.restr.plural.gram	The	overseers	who	the	worker	distrusts	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrusts	DialoGPT-large	19.63952112197876	microsoft/DialoGPT-large	exp2
21	restr	singular	gram	e.restr.singular.gram	The	overseer	who	the	worker	distrusts	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrusts	DialoGPT-large	20.04067289829254	microsoft/DialoGPT-large	exp2
21	restr	plural	ungram	e.restr.plural.ungram	The	overseers	who	the	worker	distrust	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrust	DialoGPT-large	18.5013370513916	microsoft/DialoGPT-large	exp2
21	restr	singular	ungram	e.restr.singular.ungram	The	overseer	who	the	worker	distrust	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrust	DialoGPT-large	18.858213424682617	microsoft/DialoGPT-large	exp2
21	appos	plural	gram	e.appos.plural.gram	The	overseers,	who	the	worker	distrusts	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrusts	DialoGPT-large	19.228739023208615	microsoft/DialoGPT-large	exp2
21	appos	singular	gram	e.appos.singular.gram	The	overseer,	who	the	worker	distrusts	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrusts	DialoGPT-large	20.137478590011597	microsoft/DialoGPT-large	exp2
21	appos	plural	ungram	e.appos.plural.ungram	The	overseers,	who	the	worker	distrust	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrust	DialoGPT-large	17.9401798248291	microsoft/DialoGPT-large	exp2
21	appos	singular	ungram	e.appos.singular.ungram	The	overseer,	who	the	worker	distrust	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrust	DialoGPT-large	18.98324966430664	microsoft/DialoGPT-large	exp2
22	restr	plural	gram	e.restr.plural.gram	The	heiresses	who	the	bachelor	pursues	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursues	DialoGPT-large	21.025444746017456	microsoft/DialoGPT-large	exp2
22	restr	singular	gram	e.restr.singular.gram	The	heiress	who	the	bachelor	pursues	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursues	DialoGPT-large	21.25250792503357	microsoft/DialoGPT-large	exp2
22	restr	plural	ungram	e.restr.plural.ungram	The	heiresses	who	the	bachelor	pursue	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursue	DialoGPT-large	17.488750457763672	microsoft/DialoGPT-large	exp2
22	restr	singular	ungram	e.restr.singular.ungram	The	heiress	who	the	bachelor	pursue	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursue	DialoGPT-large	17.709074020385742	microsoft/DialoGPT-large	exp2
22	appos	plural	gram	e.appos.plural.gram	The	heiresses,	who	the	bachelor	pursues	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursues	DialoGPT-large	20.68337059020996	microsoft/DialoGPT-large	exp2
22	appos	singular	gram	e.appos.singular.gram	The	heiress,	who	the	bachelor	pursues	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursues	DialoGPT-large	21.20982003211975	microsoft/DialoGPT-large	exp2
22	appos	plural	ungram	e.appos.plural.ungram	The	heiresses,	who	the	bachelor	pursue	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursue	DialoGPT-large	16.60686683654785	microsoft/DialoGPT-large	exp2
22	appos	singular	ungram	e.appos.singular.ungram	The	heiress,	who	the	bachelor	pursue	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursue	DialoGPT-large	16.916107177734375	microsoft/DialoGPT-large	exp2
23	restr	plural	gram	e.restr.plural.gram	The	actors	who	the	producer	considers	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer considers	DialoGPT-large	14.994207382202148	microsoft/DialoGPT-large	exp2
23	restr	singular	gram	e.restr.singular.gram	The	actor	who	the	producer	considers	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer considers	DialoGPT-large	15.242112159729004	microsoft/DialoGPT-large	exp2
23	restr	plural	ungram	e.restr.plural.ungram	The	actors	who	the	producer	consider	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer consider	DialoGPT-large	16.30512237548828	microsoft/DialoGPT-large	exp2
23	restr	singular	ungram	e.restr.singular.ungram	The	actor	who	the	producer	consider	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer consider	DialoGPT-large	16.410417556762695	microsoft/DialoGPT-large	exp2
23	appos	plural	gram	e.appos.plural.gram	The	actors,	who	the	producer	considers	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer considers	DialoGPT-large	14.8882474899292	microsoft/DialoGPT-large	exp2
23	appos	singular	gram	e.appos.singular.gram	The	actor,	who	the	producer	considers	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer considers	DialoGPT-large	15.568978309631348	microsoft/DialoGPT-large	exp2
23	appos	plural	ungram	e.appos.plural.ungram	The	actors,	who	the	producer	consider	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer consider	DialoGPT-large	16.11214256286621	microsoft/DialoGPT-large	exp2
23	appos	singular	ungram	e.appos.singular.ungram	The	actor,	who	the	producer	consider	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer consider	DialoGPT-large	16.52832794189453	microsoft/DialoGPT-large	exp2
24	restr	plural	gram	e.restr.plural.gram	The	accountants	who	the	administrator	depends	on	to	balance	the	books	are	very	well	paid.						The accountants who the administrator depends	DialoGPT-large	15.21569538116455	microsoft/DialoGPT-large	exp2
